,sex,age,race,decile_score,v_decile_score,priors_count,c_charge_degree,is_recid,r_charge_degree,is_violent_recid,vr_charge_degree
9964,Male,22,African-American,8,6,11,(F3),0,,0,
9965,Female,27,African-American,6,4,2,(F3),1,(M2),1,(F3)
9966,Male,45,Caucasian,5,3,5,(F3),1,(M1),0,
9967,Male,34,African-American,7,2,13,(F3),1,(M2),0,
9968,Female,55,Caucasian,1,1,0,(F3),0,,0,
9969,Male,24,African-American,2,3,0,(M1),0,,0,
9970,Male,20,African-American,10,9,0,(F3),1,(F3),1,(F3)
9971,Female,24,African-American,10,9,7,(F3),0,,0,
9972,Male,46,African-American,7,2,10,(F3),0,,0,
9973,Male,36,Caucasian,1,1,1,(M1),0,,0,
9974,Male,37,African-American,5,3,5,(M1),1,(M2),0,
9975,Male,39,African-American,1,1,0,(F3),0,,0,
9976,Female,34,Caucasian,1,2,1,(M1),0,,0,
9977,Female,41,African-American,6,5,2,(F3),1,(F3),0,
9978,Male,21,African-American,6,6,1,(F3),1,(M1),0,
9979,Male,38,Caucasian,1,1,0,(F3),0,,0,
9980,Male,22,African-American,3,4,3,(F2),1,(M1),0,
9981,Male,24,African-American,8,6,0,(F3),0,,0,
9982,Male,42,Caucasian,4,4,8,(F3),0,,0,
9983,Male,25,Caucasian,6,5,0,,-1,,0,
9984,Female,23,African-American,4,5,0,(M1),1,(M2),0,
9985,Female,40,African-American,1,1,1,(F3),0,,0,
9986,Male,19,African-American,9,9,2,(F7),1,(F2),0,
9987,Female,33,African-American,2,1,0,,-1,,0,
9988,Male,20,Caucasian,4,7,0,(M1),0,,0,
9989,Male,27,Other,4,3,0,,-1,,0,
9990,Male,57,African-American,1,2,3,(F2),0,,0,
9991,Male,51,African-American,1,1,0,,-1,,0,
9992,Male,31,Hispanic,4,3,0,,-1,,0,
9993,Female,44,Caucasian,1,1,0,(F3),1,(M2),0,
9994,Male,20,African-American,4,7,0,(M2),1,(M1),1,(M1)
9995,Male,27,African-American,10,7,1,(F2),0,,0,
9996,Male,34,Caucasian,4,1,3,(M1),0,,0,
9997,Male,53,Caucasian,1,1,0,(M1),0,,0,
9998,Female,34,Caucasian,6,5,7,(M1),0,,0,
9999,Female,60,Other,1,1,0,,-1,,0,
10000,Male,57,African-American,4,3,8,(F2),0,,0,
10001,Male,27,African-American,5,4,5,(M2),0,,0,
10002,Male,29,African-American,2,1,0,(F3),0,,0,
10003,Male,20,Caucasian,10,9,0,(M1),1,(M1),1,(M1)
10004,Male,20,African-American,6,8,0,(F3),0,,0,
10005,Male,28,Caucasian,4,3,1,(F3),1,(M1),0,
10006,Male,29,African-American,7,4,9,(F2),1,(M1),1,(F3)
10007,Male,21,African-American,9,10,0,(F3),1,(M2),0,
10008,Male,45,African-American,3,1,4,(M2),1,(M1),0,
10009,Female,24,African-American,6,4,2,(F3),1,(M2),0,
10010,Male,60,African-American,4,1,15,(F3),1,(F3),0,
10011,Male,47,Hispanic,1,1,0,,-1,,0,
10012,Male,43,African-American,4,5,8,(F2),1,(M2),0,
10013,Male,44,Caucasian,5,6,0,,-1,,0,
10014,Male,21,Other,4,6,0,(F3),1,(M1),0,
10015,Female,24,African-American,5,4,0,(F3),0,,0,
10016,Male,23,African-American,5,7,3,(F3),1,(M2),0,
10017,Male,27,Caucasian,4,3,0,(F3),0,,0,
10018,Male,24,Caucasian,4,4,0,(F3),0,,0,
10019,Male,31,African-American,6,8,6,(M1),1,(F1),1,(F1)
10020,Female,21,Caucasian,5,6,1,(F6),0,,0,
10021,Female,23,Hispanic,4,5,0,(M1),0,,0,
10022,Male,22,African-American,4,6,0,(F2),1,(M1),0,
10023,Male,23,Other,3,5,0,,-1,,0,
10024,Female,46,African-American,6,3,4,(F7),0,,0,
10025,Male,53,African-American,9,3,3,(M1),0,,0,
10026,Male,54,Caucasian,1,1,0,(F3),0,,0,
10027,Male,52,Hispanic,3,6,2,(F2),0,,0,
10028,Female,26,Caucasian,4,2,2,(F3),0,,0,
10029,Female,37,Caucasian,2,1,5,(F3),1,(M2),0,
10030,Female,35,African-American,6,2,7,(F3),1,(M1),1,(F3)
10031,Male,20,African-American,4,6,0,(F3),0,,0,
10032,Female,53,African-American,5,1,0,(F2),0,,0,
10033,Male,26,African-American,4,4,9,(M2),1,(M1),1,(F2)
10034,Male,48,African-American,4,2,7,(M2),1,(M1),0,
10035,Male,19,African-American,4,7,0,(M1),0,,0,
10036,Male,63,African-American,9,5,22,(M1),1,(F3),0,
10037,Female,56,African-American,1,1,2,(M1),1,(M2),0,
10038,Male,47,Other,1,1,1,(F3),0,,0,
10039,Male,25,African-American,7,4,6,(F3),1,(F2),1,(F2)
10040,Female,49,Caucasian,1,1,0,(F3),0,,0,
10041,Male,34,Caucasian,2,1,0,(M2),1,(M1),0,
10042,Male,21,African-American,6,9,0,(M1),1,(M1),0,
10043,Male,23,Caucasian,6,5,0,(F3),1,(F2),0,
10044,Male,57,Caucasian,1,1,0,(F3),0,,0,
10045,Male,29,Caucasian,5,3,8,(F3),1,(M2),0,
10046,Male,48,African-American,9,4,10,(F3),0,,0,
10047,Female,34,Other,2,1,0,(F3),1,(F2),1,(F2)
10048,Male,25,Caucasian,10,5,5,(F3),1,(M1),1,(F3)
10049,Female,42,African-American,5,4,1,(F3),0,,0,
10050,Female,33,Caucasian,2,2,0,,-1,,0,
10051,Male,51,African-American,5,1,1,(F3),0,,0,
10052,Male,26,African-American,7,7,7,(F3),0,,0,
10053,Male,31,Other,2,2,5,(M1),0,,0,
10054,Male,34,African-American,8,7,9,(F3),0,,0,
10055,Male,53,African-American,5,3,13,(M1),0,,0,
10056,Female,43,African-American,7,3,6,(F3),0,,0,
10057,Female,25,Caucasian,7,4,0,(M1),0,,0,
10058,Male,34,African-American,1,2,0,(F3),0,,0,
10059,Female,27,Caucasian,5,2,2,(F3),1,(M1),0,
10060,Male,40,African-American,6,4,10,(F1),0,,0,
10061,Male,51,African-American,1,1,0,(M2),0,,0,
10062,Male,26,Caucasian,4,3,1,(M2),0,,0,
10063,Male,47,African-American,6,1,5,(F3),0,,0,
10064,Male,27,Caucasian,7,3,5,(M1),0,,0,
10065,Male,22,Caucasian,4,5,0,(F3),0,,0,
10066,Female,36,Caucasian,2,1,0,(F3),0,,0,
10067,Male,57,Caucasian,4,1,1,(M1),0,,0,
10068,Female,36,Hispanic,3,1,1,(M1),0,,0,
10069,Male,41,Caucasian,3,1,4,(F3),1,(M1),0,
10070,Male,37,African-American,2,2,2,(M2),0,,0,
10071,Male,53,Hispanic,1,1,1,(F3),0,,0,
10072,Male,36,Caucasian,2,2,2,(F3),0,,0,
10073,Male,21,African-American,4,6,2,(F3),0,,0,
10074,Male,25,African-American,6,7,6,(M1),0,,0,
10075,Male,27,Hispanic,4,3,1,(F3),1,(M1),1,(M1)
10076,Female,31,Hispanic,3,1,2,(F3),1,(F3),0,
10077,Male,24,Caucasian,2,3,0,,-1,,0,
10078,Male,24,African-American,8,9,7,(M2),1,(M1),0,
10079,Male,52,Caucasian,1,1,0,(F3),0,,0,
10080,Male,33,Caucasian,1,1,0,(M1),0,,0,
10081,Male,46,Caucasian,5,6,5,(F3),0,,0,
10082,Male,21,African-American,4,5,2,(F3),0,,0,
10083,Female,44,Caucasian,2,1,3,(F3),1,(F3),0,
10084,Male,46,Caucasian,2,1,0,(F3),1,(M1),0,
10085,Female,28,African-American,2,2,1,(F3),0,,0,
10086,Female,28,Caucasian,2,2,0,(F2),0,,0,
10087,Female,55,Caucasian,1,1,1,(F3),0,,0,
10088,Male,28,African-American,5,5,5,(F3),1,(F3),1,(F3)
10089,Male,66,African-American,2,1,5,(F3),1,(M1),0,
10090,Male,30,Hispanic,1,1,0,(F3),0,,0,
10091,Male,20,Caucasian,3,6,0,(M1),0,,0,
10092,Male,27,African-American,3,3,2,(F3),0,,0,
10093,Female,24,Other,4,4,0,(F3),0,,0,
10094,Male,25,African-American,3,4,3,(F2),1,(F2),0,
10095,Male,53,Caucasian,1,1,0,(F3),0,,0,
10096,Male,35,Hispanic,1,1,1,(F3),0,,0,
10097,Male,20,African-American,10,10,0,,-1,,0,
10098,Female,52,Caucasian,1,1,0,(M1),0,,0,
10099,Male,34,Hispanic,2,1,1,(F7),0,,0,
10100,Male,42,Caucasian,8,3,5,(F3),0,,0,
10101,Male,30,Hispanic,9,9,8,(F1),0,,0,
10102,Male,31,Caucasian,9,2,8,(M1),0,,0,
10103,Male,47,African-American,6,3,15,(F3),0,,0,
10104,Female,39,African-American,5,5,1,(F2),0,,0,
10105,Male,47,Other,1,1,1,(F3),0,,0,
10106,Male,28,Hispanic,2,3,1,(F2),0,,0,
10107,Female,41,African-American,4,2,7,(F3),1,(F3),0,
10108,Male,26,African-American,2,3,0,(F3),0,,0,
10109,Male,25,African-American,5,4,2,(M2),1,(M1),0,
10110,Female,31,African-American,6,3,1,(F3),0,,0,
10111,Male,24,African-American,9,4,0,,-1,,0,
10112,Male,35,African-American,2,2,5,(F3),0,,0,
10113,Female,50,African-American,1,1,0,(F3),0,,0,
10114,Male,24,African-American,4,4,2,(F3),0,,0,
10115,Male,55,Hispanic,1,1,0,(M1),0,,0,
10116,Male,22,African-American,9,10,2,(F3),1,(M2),0,
10117,Female,29,Other,2,2,2,(M1),1,(M2),0,
10118,Male,25,African-American,9,9,7,(F3),1,(M1),0,
10119,Male,50,Caucasian,2,1,9,(F3),0,,0,
10120,Male,50,Caucasian,6,3,18,(M1),1,(F3),0,
10121,Female,27,Caucasian,2,4,2,(M2),0,,0,
10122,Male,50,Hispanic,1,1,5,(F3),1,(M1),1,(M1)
10123,Female,20,Caucasian,6,6,0,(M1),1,(M2),0,
10124,Male,56,Caucasian,7,3,5,(MO3),1,(M1),1,(F3)
10125,Male,19,African-American,8,8,0,(F3),0,,0,
10126,Male,25,African-American,8,7,5,(F3),1,(M2),0,
10127,Female,48,African-American,1,1,1,(F3),0,,0,
10128,Male,21,African-American,9,10,1,(F2),0,,0,
10129,Male,31,Caucasian,1,2,2,(M1),1,(M1),0,
10130,Male,35,Caucasian,2,2,0,(M2),0,,0,
10131,Male,25,Hispanic,7,8,6,(M1),1,(M2),0,
10132,Male,29,African-American,10,10,0,,-1,,0,
10133,Male,34,African-American,3,2,2,(F3),1,(M1),0,
10134,Male,32,African-American,7,4,0,(F2),0,,0,
10135,Male,33,Hispanic,2,4,1,(M2),0,,0,
10136,Female,31,African-American,3,1,1,(F3),1,(M1),0,
10137,Female,49,Hispanic,1,1,1,(F3),0,,0,
10138,Male,29,African-American,6,4,6,(F3),1,(M1),0,
10139,Male,25,African-American,8,6,2,(F3),0,,0,
10140,Male,26,African-American,8,5,13,(M1),1,(M1),0,
10141,Male,71,Native American,7,3,0,,-1,,0,
10142,Female,44,Hispanic,1,1,0,(M1),0,,0,
10143,Male,51,Asian,2,2,2,(M1),0,,0,
10144,Male,58,African-American,5,2,1,(F3),0,,0,
10145,Male,31,African-American,7,7,11,(M1),1,(M1),0,
10146,Female,26,Caucasian,3,4,2,(M1),0,,0,
10147,Male,28,African-American,2,3,3,(M2),1,(M2),0,
10148,Female,47,Hispanic,1,1,1,(F3),0,,0,
10149,Male,40,Other,2,2,7,(F3),0,,0,
10150,Male,55,Caucasian,4,2,0,,-1,,0,
10151,Male,19,Hispanic,3,6,1,(F3),0,,0,
10152,Male,20,African-American,4,6,1,(F3),0,,0,
10153,Male,25,Caucasian,6,5,0,(F3),0,,0,
10154,Female,27,African-American,9,8,10,(F1),1,(M2),0,
10155,Male,24,African-American,9,9,0,(F2),1,(F2),0,
10156,Male,49,Caucasian,1,1,0,(F3),0,,0,
10157,Male,28,African-American,9,6,1,(M1),0,,0,
10158,Female,40,Caucasian,2,2,0,(F3),0,,0,
10159,Male,25,African-American,10,6,3,(F3),0,,0,
10160,Male,22,African-American,6,5,4,(M2),0,,0,
10161,Female,25,African-American,4,3,0,,-1,,0,
10162,Male,28,African-American,2,2,5,(F2),1,(M1),0,
10163,Female,51,Caucasian,1,1,1,(F3),0,,0,
10164,Male,24,African-American,6,5,2,(F3),1,(M1),0,
10165,Male,49,Caucasian,1,1,1,(M1),0,,0,
10166,Male,33,Caucasian,7,4,0,(M1),1,(M1),0,
10167,Male,47,African-American,4,5,0,,-1,,0,
10168,Male,34,African-American,3,1,6,(F2),1,(M2),0,
10169,Female,25,African-American,8,7,3,(F3),0,,0,
10170,Male,30,African-American,8,4,8,(M1),1,(F3),1,(F3)
10171,Male,44,Caucasian,7,2,0,(F3),1,(M2),0,
10172,Male,52,African-American,7,7,7,(NI0),0,,0,
10173,Male,41,African-American,6,3,12,(F3),1,(M2),1,(F3)
10174,Male,41,African-American,10,4,16,(F3),0,,0,
10175,Male,46,Caucasian,1,1,0,(F3),0,,0,
10176,Male,57,African-American,1,1,2,(M1),0,,0,
10177,Female,44,Caucasian,3,1,1,(M1),0,,0,
10178,Male,32,African-American,9,6,0,(F3),0,,0,
10179,Female,27,Caucasian,2,2,0,(M1),0,,0,
10180,Male,36,African-American,9,3,1,(M1),0,,0,
10181,Male,30,African-American,8,6,1,(M1),0,,0,
10182,Male,28,African-American,2,3,0,(MO3),0,,0,
10183,Female,44,Caucasian,6,2,3,(F3),0,,0,
10184,Male,48,African-American,7,6,0,(F3),0,,0,
10185,Male,31,Caucasian,4,3,3,(M1),1,(M2),0,
10186,Male,29,African-American,10,9,8,(F3),1,(F2),1,(F2)
10187,Female,26,Caucasian,5,3,0,(F3),0,,0,
10188,Male,37,Other,2,2,1,(F3),0,,0,
10189,Female,27,African-American,3,3,1,(M2),0,,0,
10190,Male,21,African-American,5,6,1,(M1),0,,0,
10191,Male,23,African-American,8,6,5,(F3),1,(F1),1,(F1)
10192,Male,27,Other,1,2,0,(M1),0,,0,
10193,Male,25,Caucasian,9,7,4,(F3),0,,0,
10194,Female,49,African-American,10,5,25,(F3),1,(F3),0,
10195,Male,35,Other,5,3,2,(F3),0,,0,
10196,Male,57,Caucasian,1,1,0,(F3),0,,0,
10197,Female,45,Caucasian,3,2,1,(M1),0,,0,
10198,Male,35,Hispanic,2,2,0,(F3),1,(M1),1,(M1)
10199,Female,25,African-American,8,3,1,(M1),1,(M1),1,(M1)
10200,Female,26,African-American,3,3,0,(F3),0,,0,
10201,Female,52,Caucasian,1,1,0,(M1),0,,0,
10202,Male,32,Hispanic,7,6,2,(M1),1,(M1),0,
10203,Male,21,Caucasian,4,6,0,,-1,,0,
10204,Male,35,African-American,6,5,9,(F3),0,,0,
10205,Male,33,Caucasian,3,3,4,(M2),0,,0,
10206,Male,38,Caucasian,1,1,8,(F3),0,,0,
10207,Male,32,African-American,9,7,0,(M2),0,,0,
10208,Female,23,African-American,4,5,0,(M2),0,,0,
10209,Male,67,African-American,2,1,3,(F2),0,,0,
10210,Female,25,Caucasian,2,2,0,(M1),0,,0,
10211,Male,23,African-American,10,10,4,(F2),0,,0,
10212,Male,25,African-American,8,6,2,(M1),0,,0,
10213,Female,26,African-American,8,4,0,(M2),0,,0,
10214,Male,31,African-American,8,5,9,(F3),1,(M1),0,
10215,Male,22,African-American,4,7,0,(M1),1,(M2),0,
10216,Female,20,Caucasian,8,9,0,(F3),1,(F3),0,
10217,Male,24,African-American,3,4,1,(F3),0,,0,
10218,Male,26,African-American,10,7,5,(M2),0,,0,
10219,Male,53,Hispanic,9,8,3,(MO3),0,,0,
10220,Male,37,African-American,7,2,0,(M2),0,,0,
10221,Male,29,African-American,5,3,0,(F3),0,,0,
10222,Male,34,Other,2,1,0,(F3),0,,0,
10223,Male,29,African-American,7,4,9,(F1),1,(M2),0,
10224,Female,26,Native American,10,9,1,(F3),0,,0,
10225,Male,49,Caucasian,1,1,3,(F2),0,,0,
10226,Male,31,African-American,2,2,2,(F3),0,,0,
10227,Male,59,Caucasian,1,1,0,(M1),0,,0,
10228,Male,51,African-American,1,1,0,(F3),0,,0,
10229,Male,39,African-American,1,1,2,(M1),1,(M1),0,
10230,Male,23,African-American,5,5,1,(F3),0,,0,
10231,Male,27,African-American,1,2,3,(F3),1,(M2),0,
10232,Male,22,African-American,9,7,1,(F3),0,,0,
10233,Female,22,Caucasian,9,7,0,(M1),0,,0,
10234,Male,21,Caucasian,9,9,0,(F3),1,(M1),0,
10235,Male,34,Caucasian,6,1,10,(F3),0,,0,
10236,Male,36,African-American,1,1,0,(F2),0,,0,
10237,Female,21,Other,4,7,2,(F3),0,,0,
10238,Male,30,African-American,6,2,10,(F3),1,(F3),0,
10239,Male,31,Caucasian,7,9,3,(M1),0,,0,
10240,Female,29,Hispanic,3,2,0,(M2),0,,0,
10241,Male,47,Other,1,1,5,(M1),1,(M2),0,
10242,Male,55,Hispanic,3,4,2,(M1),0,,0,
10243,Female,19,African-American,10,8,1,(F3),0,,0,
10244,Male,20,African-American,7,8,1,(F2),0,,0,
10245,Male,71,Hispanic,1,1,1,(M1),0,,0,
10246,Male,75,Caucasian,1,1,2,(F3),0,,0,
10247,Male,25,African-American,10,10,7,(F3),1,(F3),0,
10248,Male,26,Caucasian,2,3,0,(F3),0,,0,
10249,Male,24,African-American,4,5,0,(M1),0,,0,
10250,Male,43,Other,1,1,1,(F3),0,,0,
10251,Male,27,African-American,9,10,11,(F2),0,,0,
10252,Female,20,Caucasian,9,9,2,(F3),0,,0,
10253,Male,28,Caucasian,4,3,4,(F2),0,,0,
10254,Female,33,Other,2,2,0,(F3),0,,0,
10255,Male,54,Caucasian,3,2,3,(F3),1,(F2),1,(F2)
10256,Male,57,Caucasian,1,1,0,(M1),0,,0,
10257,Male,54,Caucasian,9,6,11,(F3),1,(F3),0,
10258,Male,30,African-American,2,2,2,(F3),0,,0,
10259,Male,27,Other,1,2,0,(M1),0,,0,
10260,Female,23,African-American,3,3,0,(M1),0,,0,
10261,Male,39,African-American,6,7,1,(M1),0,,0,
10262,Male,40,Caucasian,3,4,9,(F3),0,,0,
10263,Male,21,Caucasian,4,6,0,(F3),0,,0,
10264,Female,31,African-American,8,5,4,(F2),0,,0,
10265,Male,22,African-American,10,5,0,,-1,,0,
10266,Male,29,Caucasian,3,3,0,(F3),0,,0,
10267,Female,29,Hispanic,2,2,0,(M1),1,(F2),1,(F2)
10268,Male,33,Hispanic,3,4,2,(M2),0,,0,
10269,Male,22,African-American,4,6,0,(M1),0,,0,
10270,Male,28,African-American,3,3,2,(F3),1,(M2),0,
10271,Male,35,African-American,8,7,0,(M1),1,(F2),1,(F2)
10272,Male,28,African-American,7,7,13,(F2),0,,0,
10273,Male,29,African-American,1,2,2,(F3),1,(M2),0,
10274,Male,30,African-American,7,7,14,(F3),1,(M1),0,
10275,Male,20,African-American,4,8,1,(M1),0,,0,
10276,Female,44,African-American,2,2,1,(M1),0,,0,
10277,Male,27,African-American,10,5,2,(F3),1,(F3),0,
10278,Female,63,Caucasian,1,1,0,(M1),0,,0,
10279,Male,53,African-American,10,3,6,(F2),0,,0,
10280,Male,27,African-American,5,3,6,(F3),1,(F3),0,
10281,Female,28,African-American,4,3,3,(F2),0,,0,
10282,Male,37,Caucasian,6,3,0,,-1,,0,
10283,Male,27,African-American,10,9,20,(F3),0,,0,
10284,Female,59,Caucasian,3,1,2,(F3),0,,0,
10285,Male,34,Other,2,2,3,(M1),0,,0,
10286,Male,36,Caucasian,8,3,0,(F3),1,(M1),1,(M1)
10287,Male,31,African-American,10,7,5,(F1),1,(F2),0,
10288,Male,47,African-American,8,4,15,(F3),0,,0,
10289,Male,21,African-American,8,8,0,(F3),0,,0,
10290,Male,23,Caucasian,3,4,1,(F3),0,,0,
10291,Female,19,Caucasian,5,8,0,(F3),0,,0,
10292,Male,55,African-American,5,5,1,(F3),0,,0,
10293,Male,40,African-American,3,1,1,(F3),0,,0,
10294,Female,28,African-American,8,3,1,(F3),0,,0,
10295,Male,30,African-American,5,5,3,(M1),1,(M2),1,(F1)
10296,Male,41,African-American,5,2,1,(M1),0,,0,
10297,Male,56,Caucasian,1,1,0,(M1),0,,0,
10298,Male,23,African-American,3,4,1,(F3),1,(M1),0,
10299,Male,61,African-American,2,2,14,(MO3),1,(F3),0,
10300,Male,22,Hispanic,7,8,0,(F2),1,(M1),0,
10301,Female,39,Caucasian,10,7,2,(F3),0,,0,
10302,Male,20,African-American,6,7,0,(F3),1,(M1),0,
10303,Male,49,Caucasian,1,1,2,(F3),1,(M2),0,
10304,Male,31,African-American,6,6,6,(F3),0,,0,
10305,Male,47,Caucasian,4,2,10,(M2),0,,0,
10306,Male,50,African-American,5,4,7,(F3),1,(F3),0,
10307,Male,51,African-American,3,6,4,(M1),0,,0,
10308,Female,27,African-American,3,3,0,(M1),0,,0,
10309,Female,31,African-American,2,2,3,(M1),1,(M2),0,
10310,Male,32,African-American,10,9,4,(F2),0,,0,
10311,Female,26,Caucasian,6,5,7,(F3),1,(M2),0,
10312,Male,44,African-American,1,1,0,(F3),1,(M1),0,
10313,Male,56,Other,1,1,0,(M1),0,,0,
10314,Male,62,African-American,1,1,0,(M1),0,,0,
10315,Male,42,African-American,3,3,1,(F6),0,,0,
10316,Male,43,African-American,1,1,3,(F3),1,(M2),0,
10317,Male,27,African-American,7,4,0,,-1,,0,
10318,Male,27,African-American,5,5,1,(M1),0,,0,
10319,Male,28,African-American,3,3,0,,-1,,0,
10320,Male,31,Hispanic,9,7,8,(M2),1,(M2),0,
10321,Female,24,African-American,4,5,1,(M1),1,(M2),0,
10322,Male,34,Hispanic,1,1,5,(F2),0,,0,
10323,Male,41,African-American,10,8,13,(F3),1,(M2),0,
10324,Male,23,Caucasian,5,6,0,(M1),0,,0,
10325,Male,25,African-American,4,5,1,(F2),0,,0,
10326,Male,53,Other,1,1,0,(M1),0,,0,
10327,Male,67,Caucasian,1,1,0,(M1),0,,0,
10328,Male,34,African-American,7,5,14,(M1),0,,0,
10329,Male,38,Hispanic,1,1,0,(M1),0,,0,
10330,Male,40,Other,1,1,1,(F3),0,,0,
10331,Male,20,African-American,6,8,0,(F3),1,(F3),0,
10332,Female,45,Other,1,1,1,(F3),0,,0,
10333,Male,29,African-American,8,8,3,(M1),1,(M1),1,(M1)
10334,Male,32,Hispanic,2,3,0,(M1),0,,0,
10335,Female,34,Caucasian,2,1,0,(F3),1,(M2),0,
10336,Male,23,African-American,10,10,1,(M2),1,(M1),1,(M1)
10337,Female,24,Caucasian,6,3,5,(F2),0,,0,
10338,Male,29,African-American,9,9,7,(F7),0,,0,
10339,Male,32,Caucasian,3,1,3,(M1),0,,0,
10340,Female,39,Other,1,1,0,(F3),0,,0,
10341,Male,29,African-American,2,2,0,(F3),0,,0,
10342,Male,46,African-American,1,1,4,(F1),0,,0,
10343,Male,31,African-American,8,8,9,(M2),1,(F3),1,(M1)
10344,Female,24,African-American,2,3,0,(F2),0,,0,
10345,Male,24,African-American,2,4,1,(M1),0,,0,
10346,Male,28,African-American,1,2,1,(F3),1,(F2),1,(F1)
10347,Male,34,Caucasian,1,1,3,(F3),0,,0,
10348,Female,25,African-American,4,5,0,(M1),1,(M2),0,
10349,Male,29,Caucasian,6,3,1,(F3),0,,0,
10350,Male,38,African-American,2,1,2,(M1),0,,0,
10351,Female,24,African-American,6,5,0,(M1),0,,0,
10352,Male,29,Other,6,5,5,(F3),0,,0,
10353,Male,28,Hispanic,8,8,3,(F7),1,(M2),1,(F2)
10354,Male,36,Caucasian,2,1,1,(F3),0,,0,
10355,Male,48,Hispanic,1,1,1,(M1),0,,0,
10356,Male,25,African-American,6,5,2,(M1),1,(M2),1,(M2)
10357,Male,29,Caucasian,1,2,0,(F3),0,,0,
10358,Female,26,Caucasian,9,7,1,(F2),0,,0,
10359,Male,48,African-American,3,2,0,,-1,,0,
10360,Male,23,African-American,9,9,3,(F3),1,(F3),0,
10361,Male,20,Other,10,9,1,(F3),1,(M1),0,
10362,Female,30,Caucasian,3,3,1,(M1),0,,0,
10363,Female,51,African-American,7,1,0,(M1),0,,0,
10364,Male,32,African-American,6,3,4,(F3),1,(M2),1,(M1)
10365,Female,43,African-American,9,4,2,(M1),0,,0,
10366,Male,29,Hispanic,1,2,1,(F2),0,,0,
10367,Female,26,Caucasian,3,3,0,(F3),0,,0,
10368,Male,45,Hispanic,1,1,3,(F3),0,,0,
10369,Male,35,Caucasian,1,1,0,(M1),1,(M2),0,
10370,Male,22,African-American,3,5,1,(F3),0,,0,
10371,Male,21,African-American,10,7,0,,-1,,0,
10372,Male,23,African-American,4,4,0,(M1),1,(M2),0,
10373,Female,46,Caucasian,1,1,0,(M1),0,,0,
10374,Male,41,Caucasian,1,1,0,(F2),0,,0,
10375,Male,22,Caucasian,6,6,0,(M1),1,(M1),0,
10376,Male,27,African-American,7,9,7,(M1),1,(M1),0,
10377,Female,38,Other,1,1,0,(M1),0,,0,
10378,Female,24,African-American,6,5,1,(F2),1,(M1),1,(M1)
10379,Male,21,African-American,5,6,1,(F3),0,,0,
10380,Male,27,African-American,9,6,10,(F3),1,(F3),0,
10381,Female,30,African-American,2,2,0,(F3),0,,0,
10382,Male,21,Caucasian,9,7,2,(M1),0,,0,
10383,Male,22,Caucasian,7,6,1,(M1),0,,0,
10384,Female,43,African-American,2,1,3,(F3),1,(M1),0,
10385,Male,26,African-American,6,5,3,(M1),1,(M1),0,
10386,Male,26,Caucasian,6,5,7,(M2),0,,0,
10387,Male,29,Caucasian,4,2,3,(F3),1,(F3),0,
10388,Female,54,African-American,9,2,1,(F3),0,,0,
10389,Male,26,African-American,10,8,5,(F3),0,,0,
10390,Female,42,African-American,10,7,17,(F3),1,(M2),0,
10391,Male,30,African-American,1,1,0,(M1),0,,0,
10392,Female,58,Other,2,1,0,,-1,,0,
10393,Male,22,African-American,8,9,3,(F3),0,,0,
10394,Female,25,Caucasian,6,5,4,(F3),0,,0,
10395,Male,32,Caucasian,4,3,0,(M2),0,,0,
10396,Male,34,Caucasian,5,4,1,(F2),0,,0,
10397,Male,23,Caucasian,7,9,3,(M1),0,,0,
10398,Female,47,Caucasian,1,1,0,(M1),0,,0,
10399,Male,55,Caucasian,1,1,2,(M1),0,,0,
10400,Female,30,Caucasian,5,2,5,(F3),1,(M1),1,(M1)
10401,Male,30,Hispanic,3,2,0,(M1),0,,0,
10402,Male,33,Caucasian,2,1,1,(M2),0,,0,
10403,Male,43,African-American,7,6,2,(F3),0,,0,
10404,Male,45,African-American,8,8,38,(F3),1,(M1),1,(F3)
10405,Male,30,Hispanic,1,1,0,(M1),0,,0,
10406,Male,41,Caucasian,2,1,1,(F3),0,,0,
10407,Female,61,Caucasian,6,2,15,(F3),0,,0,
10408,Male,63,African-American,9,5,16,(M1),0,,0,
10409,Male,49,Caucasian,1,1,0,(F3),0,,0,
10410,Male,49,African-American,1,1,1,(M1),0,,0,
10411,Male,49,Native American,4,2,0,,-1,,0,
10412,Male,42,African-American,1,1,1,(F3),0,,0,
10413,Male,24,African-American,7,5,1,(M1),0,,0,
10414,Male,51,Caucasian,1,1,0,(F3),0,,0,
10415,Female,26,Caucasian,4,3,0,(F3),0,,0,
10416,Male,32,Hispanic,5,2,6,(M1),1,(M2),1,(F3)
10417,Male,28,Caucasian,4,3,4,(F3),1,(M1),1,(M1)
10418,Male,49,African-American,9,5,1,(F3),0,,0,
10419,Male,26,Caucasian,3,3,2,(F7),1,(M2),0,
10420,Male,28,Caucasian,2,2,2,(F3),1,(M2),0,
10421,Male,49,African-American,1,1,2,(F3),0,,0,
10422,Female,33,African-American,1,1,6,(M1),1,(M2),0,
10423,Male,47,Caucasian,1,1,1,(F1),0,,0,
10424,Male,56,Caucasian,2,3,1,(F3),0,,0,
10425,Male,53,Caucasian,4,3,8,(M1),0,,0,
10426,Male,27,Other,2,3,2,(M2),1,(M1),1,(F2)
10427,Male,34,Hispanic,6,8,17,(F3),1,(F3),0,
10428,Male,41,Caucasian,1,1,3,(M2),0,,0,
